,page,nick,area,ip,time,content,agree,usertype
1753,197,unicarrie,新加坡,203.116.141.24,2018-08-08 09:43:05,哇 享受当下成了走向危机？啊不就没房没存款吗？哪一代年轻人有？,0,wb
1754,197,威廉-斯科特-苏斯洛夫,江西景德镇,111.73.132.31,2018-08-08 09:42:58,是哪个国家的银行鼓动员工发动亲属办信用卡，以完成业绩的？,0,wb
1755,197,按下这个按钮你就会变成傻狗,广东深圳,183.15.240.152,2018-08-08 09:42:56,我日，工资低买不起房竟然拖累国家了,0,wb
1756,197,航母前甲板清洁工,山东济宁,124.132.27.168,2018-08-08 09:42:55,惭愧,0,wb
1757,197,捏碎的膀胱QAQ,江苏南京,180.109.231.120,2018-08-08 09:42:54,专家们能不能别天天坐家里边瞎想，你就说谁现在还在星巴克自拍,0,wb
1758,197,七河二十一,天津塘沽,118.28.171.210,2018-08-08 09:42:54,哈哈哈，人在家中坐，锅从天上来,0,wb
1759,197,张洪涛SRBC,浙江,223.104.247.174,2018-08-08 09:42:53,这口遮天蔽日的大黑锅啊,0,wb
1760,198,小菜725,浙江杭州,125.119.148.237,2018-08-08 09:42:51,笑死了，美国次贷危机是消费贷还不上引起的？还是别的什么贷？,0,wb
1761,198,江南剿匪行营主任,江苏苏州,223.104.4.247,2018-08-08 09:42:43,长亭外古道边，芳草天。[吃瓜],0,wb
1762,198,咯噔·墙角菌,广东深圳,117.136.39.83,2018-08-08 09:42:34,哈哈哈哈哈哈哈,0,wb
1763,198,纯洁的假面,上海,112.64.119.170,2018-08-08 09:42:32,1,0,wb
1764,198,膝盖粉碎性骨折,日本,153.209.202.19,2018-08-08 09:42:26,@Evelyn-Lynn @董文文的小资情调 评论真有意思,0,wb
1765,198,D璐璐璐璐璐,广东佛山,14.214.11.65,2018-08-08 09:42:22,[doge]买不起房，当然不生小孩啦,0,wb
1766,198,冬日饺子小叶砸,安徽合肥,117.136.101.98,2018-08-08 09:42:18,年轻人应该理性消费不能靠借贷去过分追求自身无法偿还的物质生活。我觉得没毛病吧[费解],0,wb
1767,198,周周周周周Apple,广东茂名,113.107.158.226,2018-08-08 09:42:12,说得好像借贷不还似的  tm借贷用的也还是自己的钱好吗,0,wb
1768,198,潘牧恩,上海,27.115.37.22,2018-08-08 09:41:58,崩盘现场,0,wb
1769,198,Lily_daydayup,江苏扬州,117.61.129.158,2018-08-08 09:41:48,憋这样……,0,wb
1770,199,d能饮一杯无,广西玉林,171.108.67.197,2018-08-08 09:41:45,还不是物价太高,0,wb
1771,199,一杯甜酱,广东,223.104.63.182,2018-08-08 09:41:42,@Muooo- ？,0,wb
1772,199,加麻加辣一勺糖_,吉林,119.49.42.253,2018-08-08 09:41:41,这届年轻人不行 太精了 [doge],0,wb
1773,199,空间狗,北京,115.171.63.100,2018-08-08 09:41:37,[费解][费解][费解]这锅有点大啊！！,0,wb
1774,199,梦露zzZz,浙江,223.104.246.164,2018-08-08 09:41:36,？？？现在国家又变成穷屌丝带领了？？,0,wb
1775,199,山里人老A,贵州,117.188.125.86,2018-08-08 09:41:28,希望中国年轻人全别买房，气死这帮割韭菜的@杜烧:靠借贷过活可耻？你去跟银行说啊[费解],0,wb
1776,199,屠夫17585,山西太原,1.68.29.172,2018-08-08 09:41:26,哈哈哈哈哈哈,0,wb
1777,199,逗猫耳蛰爪爪,四川成都,101.206.168.234,2018-08-08 09:41:24,哈哈哈嗝……气笑了,0,wb
1778,199,懒懒快起床,河南郑州,1.192.61.86,2018-08-08 09:41:22,屁话,0,wb
1779,199,秋微爽,江苏苏州,112.1.168.102,2018-08-08 09:41:20,连p2p的锅都往年轻人头上甩，简直不要脸！,0,wb
1780,200,一粒米的虫,浙江宁波,115.215.37.252,2018-08-08 09:41:20,真是臭不要脸[吐],0,wb
1781,200,万千基佬竟同时,福建福州,211.97.131.8,2018-08-08 09:41:20,@奉化万达影城 看评论,0,wb
1782,200,六神最爱隆力奇,山西太原,218.26.55.8,2018-08-08 09:40:49,还不关注不让骂了，举报了,0,wb
1783,200,静心净立,上海,101.230.234.5,2018-08-08 09:40:48,想法很危险啊同志,0,wb
1784,200,傀儡郎君,上海,116.239.227.235,2018-08-08 09:40:45,不要逼脸,0,wb
1785,200,鲲吹,河北,221.192.179.127,2018-08-08 09:40:44,。,0,wb
1786,200,星期天不开门,江苏扬州,61.177.181.78,2018-08-08 09:40:17,吃相难看,0,wb
1787,200,嘧码是爱你一万年,安徽合肥,36.60.37.113,2018-08-08 09:40:15,一胎都不想生还二胎[二哈],0,wb
1788,200,Steve和lau,香港,203.160.71.107,2018-08-08 09:39:56,有理由推测，考虑到中国政府宣布集体去杠杆（leverage，占GDP的170%）运动，信贷组织开始更愿意提供消费贷，那么中国的家庭债务仍将快速增长。,0,wb
1789,200,shuishuishuiyf,上海,223.104.210.156,2018-08-08 09:39:45,滚蛋，懒得看，不贡献播放量,0,wb
1790,202,区块链偶买噶,辽宁盘锦,175.167.138.239,2018-08-08 09:39:03,反正买不起房，想那么多干嘛？过一天快活一天[哈哈][哈哈][哈哈][doge][doge][doge][doge],0,wb
1791,202,XIONGYANHUI,意大利托斯卡纳,82.49.70.202,2018-08-08 09:38:36,没想到我们年轻人杰么厉害,0,wb
1792,202,Urluckyy,新疆乌鲁木齐,124.88.64.213,2018-08-08 09:38:36,@于文波07 @Gaskill 哈哈哈看评论,0,wb
1793,202,梦宝zoie,北京,211.144.4.186,2018-08-08 09:38:27,呵呵积累个鬼哦，每个月不都是要还的,0,wb
1794,202,Starorstarstar,河北石家庄,106.117.22.163,2018-08-08 09:38:08,90后 从小到大背的锅还少吗？？？,0,wb
1795,202,苹果里的虫,内蒙古,223.104.15.47,2018-08-08 09:38:06,忘了提倡拉动内需啦，做了贡献还不对了。。,0,wb
1796,202,chenyu山,上海,61.170.150.45,2018-08-08 09:38:06,拉动内需，经济发展的三驾马车之一，怎么成罪了[二哈][二哈][二哈],0,wb
1797,202,爱喝豆奶啊啊OTK,河南安阳,222.139.6.197,2018-08-08 09:38:03,惊了，真的惊了,0,wb
1798,202,南河下,河南平顶山,182.122.32.169,2018-08-08 09:37:58,好像锅甩给00后了。还好我生的早,0,wb
1799,202,大死木木木,江西南昌,118.212.209.173,2018-08-08 09:37:56,所以大家不要生孩子了 别给经济拖后腿了。,0,wb
1800,203,霄老的命本是Sy__Jessica,云南,117.136.72.159,2018-08-08 09:37:49,刚醒就是一口锅？,0,wb
1801,203,s别找了s,浙江金华,113.214.218.248,2018-08-08 09:37:49,睁眼说瞎话的文章,0,wb
1802,203,Luuuu_NAA,上海,112.64.68.96,2018-08-08 09:37:35,人在公司坐，锅从天上来。星巴克真是太惨了,0,wb
1803,203,一番团叽冻柠乐,山东莱芜,113.121.171.93,2018-08-08 09:37:17,年轻人表示有钱没钱背锅过年,0,wb
1804,203,卷筒粉少爷,辽宁阜新,182.207.216.42,2018-08-08 09:37:16,哦   感谢年轻人,0,wb
1805,203,让人牙疼,北京,223.104.3.192,2018-08-08 09:37:10,不考虑风险的放贷行为，才是根源吧。[挖鼻],0,wb
1806,203,EZ_3,美国俄勒冈州,73.67.202.167,2018-08-08 09:36:56,一身大牌喝着星巴克自拍不过是租房屌丝的挣扎，要是他们买得起房子，也是可以乖乖躲在家里抠脚的,0,wb
1807,203,打卤馕馕,天津,221.197.188.98,2018-08-08 09:36:53,买房干啥，你姥姥姥爷爷爷奶奶没房子吗，如果坚决贯彻国家计划生育法律法规，一个人最少有一套房是可以保证的，我才不想被割韭菜,1,wb
1808,203,一只没有过去和未来的猹,湖北武汉,223.104.20.88,2018-08-08 09:36:45,人人都能全款在北上广买房,0,wb
1809,203,jsrgwyz,江苏南京,117.88.196.214,2018-08-08 09:36:43,有,0,wb
1810,204,我是一条害虫,天津,211.94.249.133,2018-08-08 09:36:42,哈哈哈哈哈哈哈哈,0,wb
1811,204,Melanieee,天津,211.94.242.183,2018-08-08 09:36:42,我可以偿还！！！我借的是公司和公积金欠我的钱！！！,0,wb
1812,204,岛民onion,广东佛山,117.136.12.126,2018-08-08 09:36:18,呵呵？,0,wb
1813,204,SapphireYoung,美国,97.98.137.93,2018-08-08 09:36:01,牛[笑cry],1,wb
1814,204,从此只是我自己,辽宁营口,112.40.23.146,2018-08-08 09:35:27,事情解决的不咋地，锅甩的一流,0,wb
1815,204,isomer,云南昆明,106.57.106.52,2018-08-08 09:35:08,这锅不背,0,wb
1816,204,-Silhouette17,湖北武汉,117.136.53.50,2018-08-08 09:35:06,行吧这口锅90后先背为敬[作揖]然后想问一句这篇文章到底是翻译的还是中国记者自己写的？  通篇读下来的感觉…？,1,wb
1817,204,花砾_努力画画中,四川成都,117.136.63.169,2018-08-08 09:34:57,@无壳Mizuki @扶桑厨 又开始瞎🐔扯蛋了,0,wb
1818,204,扑街骑士,广东广州,223.73.52.202,2018-08-08 09:34:54,有点酷,0,wb
1819,204,卡村牛牛,广西河池,117.181.134.206,2018-08-08 09:34:53,都让一让让一让，挡着我背锅了,2,wb
1820,205,用户a2klmnr6er,江苏扬州,180.119.147.110,2018-08-08 09:34:52,主要是高利贷没人管，这些全是涉黑涉恶势力在搞，搞的多少家庭，家破人亡。,0,wb
1821,205,扑街骑士,广东广州,223.73.52.202,2018-08-08 09:34:51,我觉得自己突然变重要了,0,wb
1822,205,整天想上热门,北京,223.104.3.18,2018-08-08 09:34:48,如果我每个月省去我那4000房贷，我能天天喝星巴克！,0,wb
1823,205,弗拉基米尔斯,湖北襄阳,27.27.16.156,2018-08-08 09:34:46,好，我们该死行吧(ﾉ_ _)ﾉ,0,wb
1824,205,骨头要变成肉骨头,广东,223.104.63.73,2018-08-08 09:34:40,[并不简单]少说话多生崽，多加班少提薪,0,wb
1825,205,文文是小太阳,北京,106.121.18.5,2018-08-08 09:34:37,要不要脸啊[哼][哼][哼],0,wb
1826,205,某小陌在奋斗,浙江绍兴,124.160.216.20,2018-08-08 09:34:36,哈哈 要不是物价这么高 我们也不想借贷啊[允悲][允悲],0,wb
1827,205,乘下,浙江嘉兴,122.238.93.123,2018-08-08 09:34:35,买不起   你还让我玩不起了,0,wb
1828,205,笨蛋笨蛋Baka,辽宁,223.104.176.134,2018-08-08 09:34:35,这届年轻人不行,0,wb
1829,205,潘大头,广东广州,14.30.24.120,2018-08-08 09:34:33,啥玩意儿？年轻人带领走向危机？[允悲]这个锅我们不背哈！,0,wb
1830,206,害羞的老豹子,河北,221.192.180.2,2018-08-08 09:34:25,一口黑锅扣在了年轻人身上，嘿嘿！,0,wb
1831,206,DeeDeeOvO,美国密苏里州,216.106.72.91,2018-08-08 09:34:02,请全款买房的意思吗？[费解][费解][费解],0,wb
1832,206,神马都煤油,河南郑州,218.29.107.74,2018-08-08 09:33:59,干您酿,0,pc
1833,206,一只软萌的莫莫,河南开封,61.158.149.9,2018-08-08 09:33:58,既要当一个合格的韭菜又要背锅…,0,wb
1834,206,橙汁榴莲味,江苏无锡,49.80.208.14,2018-08-08 09:33:51,现在的记者编辑幼儿园文凭?,0,wb
1835,206,无神论教教主怼爷,黑龙江哈尔滨,1.189.121.26,2018-08-08 09:33:50,还好。。。我一分钱不欠。。。,0,wb
1836,206,纳瓦谢里坦夫,上海,101.90.252.76,2018-08-08 09:33:43,无耻,0,wb
1837,206,李巴乔,湖北武汉,121.60.122.70,2018-08-08 09:33:39,本泽马都汗颜,0,wb
1838,206,OK范范范,海南海口,223.198.3.253,2018-08-08 09:33:29,有点标题党，但是文章写的也没错,0,wb
1839,206,勤劳勇敢机智的小海豹,美国康乃狄克州,96.32.37.142,2018-08-08 09:33:25,？？？要点脸？,0,wb
1840,207,老爷车夫斯基,广东佛山,117.136.41.28,2018-08-08 09:33:23,我特么买不起房买不起车连换个手机都不可以？,0,wb
1841,207,thrkim,黑龙江,117.136.57.135,2018-08-08 09:33:20,十二年前 在我们城市中心地区买一套房只需要14万，而今要80-120万。,0,wb
1842,207,虎啸长白山,浙江宁波,220.189.223.126,2018-08-08 09:33:11,诡异的是胡锡进今天也开始教育年青人了[费解],0,wb
1843,207,智点道HR,湖北武汉,27.19.218.156,2018-08-08 09:32:57,其实里面讲了半天讲了个网贷高利贷买手机的事[摊手],0,wb
1844,207,人民路有我的好心情_,四川成都,139.207.31.214,2018-08-08 09:32:51,我就用过花呗白条 不关我事啊,0,wb
1845,207,光影魔法,江苏南京,58.213.104.36,2018-08-08 09:32:51,先看看地方债多少万亿了,0,wb
1846,207,雪喬_,广东广州,183.236.9.34,2018-08-08 09:32:44,@骨灰渣小笼包 他的意思是 上面要我們花錢 結果我們不夠錢花 然後就說我們借錢太多是嗎[思考],0,wb
1847,207,Mark吴23333333,湖北武汉,113.57.183.184,2018-08-08 09:32:42,国家关注了，这不就是针对花呗啊[doge][doge][doge],0,wb
1848,207,壹只耳R,北京,114.249.4.193,2018-08-08 09:32:41,好的,0,wb
1849,207,用户337885818,吉林长春,36.104.225.212,2018-08-08 09:32:38,哈哈哈哈哈哈红红火火恍恍惚惚哈哈哈哈哈哈.实在是妙,0,wb
1850,208,Yvette_chan1,广东深圳,112.97.63.7,2018-08-08 09:32:34,是不是现在的媒体只要足够吸眼球，编辑发文放屁都可以不用负责了？,0,wb
1851,208,牛奶一枚半不加糖,云南昆明,106.59.224.210,2018-08-08 09:32:31,真是对不起国家了，房价那么贵我们也买不起，让生小孩我们也不生,0,wb
1852,208,胖子鸟,浙江宁波,183.133.74.6,2018-08-08 09:32:28,把锅甩给我们了啊？,0,wb
1853,208,雪中指爪_,河北石家庄,106.114.65.40,2018-08-08 09:32:27,带领？,0,wb
1854,208,lucky灰球球,四川成都,171.93.255.147,2018-08-08 09:32:18,锅拿回去，滚,0,wb
1855,208,品剑堂主江楠樾,四川成都,117.136.63.190,2018-08-08 09:31:10,历史从来都是后来者书写的。现在我只说，生而为人，我很抱歉,0,wb
1856,208,Bugco,湖南,117.136.89.118,2018-08-08 09:31:05,年轻人去杠杆？,0,wb
1857,208,何来尘埃飞眸,黑龙江哈尔滨,218.9.127.92,2018-08-08 09:30:59,老一辈人该退休就消停养老得了。刷什么存在感。,0,wb
1858,208,嘻嘻嘻的小号耶,甘肃兰州,42.94.3.230,2018-08-08 09:30:45,人在家中坐 锅从天上来阿,0,wb
1859,208,婷婷ztting,安徽合肥,223.104.35.175,2018-08-08 09:30:35,标题偏激了,0,wb
1860,209,朱笑棣,北京,223.72.48.117,2018-08-08 09:30:20,小编你是川普派来带节奏的吧……,0,wb
1861,209,京城拾玖,浙江杭州,116.62.240.42,2018-08-08 09:29:59,所以说看原文啦[允悲]首先就不是国内机构的文章，其次分析的是类似在校大学生的群体，用花呗白条之类的,0,wb
1862,209,独树点评,陕西西安,222.91.74.6,2018-08-08 09:28:58,恰好相反，中国年轻一代一定带领这个国家摆脱各种历史积弊，让世界真正从内心服气和亲近中国。,0,wb
1863,209,carollovelyboer,上海,114.93.48.13,2018-08-08 09:28:54,好冤,0,wb
1864,209,记者郝建国,陕西西安,219.144.132.4,2018-08-08 09:28:53,没事，有父母保障，爷爷奶奶的退休金也舍不得花。,0,wb
1865,209,澡堂夫人MASAKI,福建福州,117.29.159.139,2018-08-08 09:28:52,好大一口锅[允悲],0,wb
1866,209,流星Fungus,广东深圳,117.136.39.102,2018-08-08 09:28:41,难道借贷买房是我的错吗[吃瓜],0,wb
1867,209,谁家横笛DR,山西吕梁,183.186.69.206,2018-08-08 09:28:41,九斤老太活着的唯一存在感，就是在年轻人面前絮叨些没用的。,0,wb
1868,209,海盐西柚味的冰茶,江苏南通,117.136.68.172,2018-08-08 09:28:39,醉了[汗],0,wb
1869,209,鸡腿菇子,四川广元,139.202.30.176,2018-08-08 09:28:35,服了,0,wb
1870,210,SuperLaven,重庆,14.106.186.128,2018-08-08 09:28:26,这是人在公司坐，锅从天上来啊,0,wb
1871,210,dennis1983,北京,61.148.244.73,2018-08-08 09:28:25,最烦这种拿一代人垮掉说事，个人感觉现在的孩子比我们强多了,0,wb
1872,210,让花生再飞一会,天津,111.166.158.248,2018-08-08 09:28:02,摔锅。,0,wb
1873,210,留大锤,北京,54.222.61.34,2018-08-08 09:27:33,贷款几百万，还几十年就会有前途了！,0,wb
1874,210,赢在姜来85,辽宁,223.104.177.20,2018-08-08 09:26:51,如果不是房贷占据了支出大部分，何以导致年轻人愿意借贷生活！,0,wb
1875,210,一张糖饼teresa,北京,61.148.245.139,2018-08-08 09:26:51,都是我们的错行了吧,0,wb
1876,210,桃味儿少女黄然然,北京,223.104.3.253,2018-08-08 09:26:15,这话说的好像我愿意出生一样，生我的时候谁和我商量了？[喵喵],0,wb
1877,210,威威笑笑很倾城,辽宁盘锦,175.167.138.72,2018-08-08 09:25:45,哈哈哈哈说的好哦,0,wb
1878,210,糖糖醋醋小排骨,上海,223.104.210.245,2018-08-08 09:25:41,星巴克或将退出中国,1,wb
1879,210,MoonStoneDeliverer,湖北,117.136.52.204,2018-08-08 09:25:21,大多数人也没有意识到新浪财经这样官方且具有影响力的账号无论是发布还是转载这样的文章都具有非常强的操纵性和目的性,0,wb
1880,211,Zeta呀,福建厦门,117.25.176.26,2018-08-08 09:25:21,不背,0,wb
1881,211,桀骜不驯的蛋糕,陕西西安,1.85.203.9,2018-08-08 09:25:18,忍不住想笑,0,wb
1882,211,非典型性工科男,广东深圳,183.238.146.106,2018-08-08 09:25:14,哈哈哈,0,wb
1883,211,驭月者,四川成都,222.18.36.120,2018-08-08 09:24:46,放屁年轻人说了算么？,0,wb
1884,211,王_泥巴_,福建泉州,183.250.225.170,2018-08-08 09:24:44,@Mancyyy 这锅甩的,0,wb
1885,211,Shilin呦,广东广州,59.41.116.101,2018-08-08 09:24:40,人家爱买什么买什么碍着你了啊 别人有这个条件就买 现在时代已经不一样了 思想也要与时俱进,3,wb
1886,211,伏曦,四川成都,182.148.57.9,2018-08-08 09:24:32,虽然说得是00后，但我这个80尾巴的人都看不下去了！,0,wb
1887,211,残影完人,湖北武汉,119.103.130.51,2018-08-08 09:24:32,写文章的人肯定知道这个标题带来的影响，目的还是希望别人看看文章，博眼球，建议大家不要看文章，直接骂就行了,0,wb
1888,211,Mindy965,湖北武汉,119.103.2.35,2018-08-08 09:24:31,胡说八道,0,wb
1889,211,猪脚恋上榻榻米,浙江,223.104.246.253,2018-08-08 09:24:28,背锅侠不是美队么？,0,wb
1890,212,所长Lucas,澳大利亚,120.17.198.119,2018-08-08 09:24:26,我可以[并不简单],0,wb
1891,212,果酱哩个醬,上海,180.171.224.177,2018-08-08 09:24:12,emmm，该吃吃该玩玩，万一明天风向又变了呢？,0,wb
1892,212,芒果味冰镇啤酒,江苏盐城,112.0.9.34,2018-08-08 09:24:10,海安这种一百八十线小地方房价都1w+我简直无法理解[生病],0,wb
